,批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
844,2,YW10-0218S,131,416,1662.0,610.0,778.0,453.8
845,2,YW10-0218S,132,32,2338.0,598.0,92.5,363.0
846,2,YW10-0218S,132,479,0,598.0,2338.0,588.0
847,2,YW10-0218S,132,406,1378.0,0,330.0,598.0
848,2,YW10-0218S,132,413,2326.0,0,98.0,438.0
849,2,YW10-0218S,132,330,0,0,1378.0,598.0
850,2,YW10-0218S,132,330,0,0,1378.0,598.0
851,2,YW10-0218S,133,743,2229.0,0,198.0,536.0
852,2,YW10-0218S,133,280,847.0,0,1382.0,579.0
853,2,YW10-0218S,133,615,0,583.0,2198.0,580.0
854,2,YW10-0218S,133,253,0,0,847.0,583.0
855,2,YW10-0218S,133,253,0,0,847.0,583.0
856,2,YW10-0218S,134,694,0,580.0,1998.0,580.0
857,2,YW10-0218S,134,392,1998.0,0,441.5,474.5
858,2,YW10-0218S,134,242,1998.0,580.0,441.0,546.0
859,2,YW10-0218S,134,242,1998.0,580.0,441.0,546.0
860,2,YW10-0218S,135,681,0,0,2098.0,580.0
861,2,YW10-0218S,135,493,0,580.0,2098.0,580.0
862,2,YW10-0218S,135,607,2098.0,580.0,339.0,364.0
863,2,YW10-0218S,135,607,2098.0,580.0,339.0,364.0
864,2,YW10-0218S,136,53,2182.0,580.0,258.0,270.0
865,2,YW10-0218S,136,712,0,0,2098.0,580.0
866,2,YW10-0218S,136,716,2098.0,0,339.0,364.0
867,2,YW10-0218S,136,716,2098.0,0,339.0,364.0
868,2,YW10-0218S,137,414,0,579.0,821.0,579.0
869,2,YW10-0218S,137,571,2090.5,579.0,349.5,420.0
870,2,YW10-0218S,137,480,1622.0,579.0,468.5,579.0
871,2,YW10-0218S,137,143,2001.0,0,439.0,355.0
872,2,YW10-0218S,137,221,821.0,579.0,801.0,579.0
873,2,YW10-0218S,137,221,821.0,579.0,801.0,579.0
874,2,YW10-0218S,138,601,2081.0,579.0,359.0,524.5
875,2,YW10-0218S,138,165,0,0,1642.0,579.0
876,2,YW10-0218S,138,344,0,579.0,2081.0,579.0
877,2,YW10-0218S,138,766,1642.0,0,798.0,380.0
878,2,YW10-0218S,138,766,1642.0,0,798.0,380.0
879,2,YW10-0218S,139,604,0,0,2196.0,579.0
880,2,YW10-0218S,139,656,0,579.0,2196.0,579.0
881,2,YW10-0218S,139,238,2196.0,579.0,238.0,388.0
882,2,YW10-0218S,139,238,2196.0,579.0,238.0,388.0
883,2,YW10-0218S,140,598,1012.0,0,397.0,579.0
884,2,YW10-0218S,140,419,1409.0,0,783.0,578.0
885,2,YW10-0218S,140,208,0,0,1012.0,579.0
886,2,YW10-0218S,140,315,0,579.0,2198.0,578.0
887,2,YW10-0218S,140,379,2198.0,579.0,238.0,438.0
888,2,YW10-0218S,140,379,2198.0,579.0,238.0,438.0
889,2,YW10-0218S,141,353,0,577.5,1382.0,577.5
890,2,YW10-0218S,141,678,1382.0,577.5,862.0,577.0
891,2,YW10-0218S,141,103,2182.0,0,255.5,419.8
892,2,YW10-0218S,141,31,2244.0,577.5,172.5,503.0
893,2,YW10-0218S,141,31,2244.0,577.5,172.5,503.0
894,2,YW10-0218S,142,772,0,0,1782.0,577.0
895,2,YW10-0218S,142,195,0,577.0,783.0,577.0
896,2,YW10-0218S,142,498,2088.5,577.0,351.5,517.0
897,2,YW10-0218S,142,492,783.0,577.0,796.0,577.0
898,2,YW10-0218S,142,595,1782.0,0,658.0,444.0
899,2,YW10-0218S,142,595,1782.0,0,658.0,444.0
900,2,YW10-0218S,143,652,2273.0,0,160.5,382.0
901,2,YW10-0218S,143,754,847.0,576.0,847.0,575.0
902,2,YW10-0218S,143,90,2162.0,576.0,278.0,478.0
903,2,YW10-0218S,143,111,2162.0,1054.0,278.0,38.0
904,2,YW10-0218S,143,157,1694.0,576.0,468.0,575.0
905,2,YW10-0218S,143,77,0,0,2273.0,576.0
906,2,YW10-0218S,143,77,0,0,2273.0,576.0
907,2,YW10-0218S,144,579,1764.0,0,676.0,346.0
908,2,YW10-0218S,144,93,588.0,572.0,1165.0,571.0
909,2,YW10-0218S,144,334,0,0,588.0,572.0
910,2,YW10-0218S,144,461,588.0,0,588.0,572.0
911,2,YW10-0218S,144,548,1176.0,0,588.0,572.0
912,2,YW10-0218S,144,603,0,572.0,588.0,572.0
913,2,YW10-0218S,144,603,0,572.0,588.0,572.0
914,2,YW10-0218S,145,400,1362.0,565.0,728.0,562.0
915,2,YW10-0218S,145,300,1362.0,0,846.0,564.0
916,2,YW10-0218S,145,561,0,0,1362.0,565.0
917,2,YW10-0218S,145,660,0,565.0,1362.0,565.0
918,2,YW10-0218S,145,365,2090.0,565.0,348.0,373.5
919,2,YW10-0218S,145,365,2090.0,565.0,348.0,373.5
920,2,YW10-0218S,146,206,1509.5,562.0,447.0,560.0
921,2,YW10-0218S,146,120,1011.0,562.0,498.5,560.0
922,2,YW10-0218S,146,70,1956.5,562.0,395.0,560.0
923,2,YW10-0218S,146,490,709.0,0,863.0,560.0
924,2,YW10-0218S,146,663,0,0,709.0,562.0
925,2,YW10-0218S,146,600,2283.0,0,153.5,538.0
926,2,YW10-0218S,146,761,2351.5,562.0,78.0,488.0
927,2,YW10-0218S,146,721,0,562.0,1011.0,560.0
928,2,YW10-0218S,146,721,0,562.0,1011.0,560.0
929,2,YW10-0218S,147,393,0,0,1517.0,559.0
930,2,YW10-0218S,147,606,0,559.0,992.0,558.0
931,2,YW10-0218S,147,291,1972.0,559.0,448.0,558.0
932,2,YW10-0218S,147,24,1517.0,0,735.0,558.0
933,2,YW10-0218S,147,397,992.0,559.0,980.0,558.0
934,2,YW10-0218S,147,397,992.0,559.0,980.0,558.0
935,2,YW10-0218S,148,4,0,0,1998.0,558.0
936,2,YW10-0218S,148,155,1998.0,0,418.0,558.0
937,2,YW10-0218S,148,139,0,558.0,2098.0,558.0
938,2,YW10-0218S,148,139,0,558.0,2098.0,558.0
939,2,YW10-0218S,149,375,0,0,2098.0,558.0
940,2,YW10-0218S,149,526,0,558.0,2098.0,558.0
941,2,YW10-0218S,149,118,2098.0,1017.5,338.0,78.0
942,2,YW10-0218S,149,396,2098.0,558.0,329.0,459.5
943,2,YW10-0218S,149,396,2098.0,558.0,329.0,459.5
944,2,YW10-0218S,150,549,2348.0,0,78.0,338.0
945,2,YW10-0218S,150,9,0,0,2348.0,558.0
946,2,YW10-0218S,150,115,0,558.0,2388.0,558.0
947,2,YW10-0218S,150,115,0,558.0,2388.0,558.0
948,2,YW10-0218S,151,451,1602.0,555.0,771.0,549.0
949,2,YW10-0218S,151,273,1681.0,0,668.0,545.0
950,2,YW10-0218S,151,74,0,0,840.0,555.0
951,2,YW10-0218S,151,389,840.0,0,841.0,555.0
952,2,YW10-0218S,151,421,0,555.0,841.0,555.0
953,2,YW10-0218S,151,89,841.0,555.0,761.0,555.0
954,2,YW10-0218S,151,556,2349.0,0,68.0,488.0
955,2,YW10-0218S,151,556,2349.0,0,68.0,488.0
956,2,YW10-0218S,152,602,0,0,771.0,549.0
957,2,YW10-0218S,152,623,1930.0,504.0,498.5,38.0
958,2,YW10-0218S,152,47,1284.0,549.0,148.0,548.0
959,2,YW10-0218S,152,49,771.0,0,1159.0,548.0
960,2,YW10-0218S,152,169,0,549.0,840.0,548.0
961,2,YW10-0218S,152,750,840.0,549.0,444.0,548.0
962,2,YW10-0218S,152,367,1930.0,0,489.0,504.0
963,2,YW10-0218S,152,367,1930.0,0,489.0,504.0
964,2,YW10-0218S,153,80,571.0,0,748.5,540.0
965,2,YW10-0218S,153,394,0,0,571.0,542.0
966,2,YW10-0218S,153,14,1979.0,542.0,461.0,373.0
967,2,YW10-0218S,153,533,819.0,542.0,390.0,538.0
968,2,YW10-0218S,153,634,0,542.0,819.0,538.0
969,2,YW10-0218S,153,629,1979.5,0,459.5,495.0
970,2,YW10-0218S,153,112,1319.5,0,660.0,538.5
971,2,YW10-0218S,153,112,1319.5,0,660.0,538.5
972,2,YW10-0218S,154,22,1998.0,0,344.0,530.0
973,2,YW10-0218S,154,101,0,0,1998.0,530.0
974,2,YW10-0218S,154,102,0,530.0,1998.0,530.0
975,2,YW10-0218S,154,582,2342.0,0,92.5,383.0
976,2,YW10-0218S,154,582,2342.0,0,92.5,383.0
977,2,YW10-0218S,155,26,2013.5,530.0,418.0,458.0
978,2,YW10-0218S,155,261,578.0,0,677.0,529.0
979,2,YW10-0218S,155,502,2167.0,0,272.5,489.0
980,2,YW10-0218S,155,79,0,0,578.0,530.0
981,2,YW10-0218S,155,501,2013.5,988.0,421.0,58.0
982,2,YW10-0218S,155,372,1172.5,530.0,841.0,528.0
983,2,YW10-0218S,155,217,1255.0,0,912.0,529.0
984,2,YW10-0218S,155,217,1255.0,0,912.0,529.0
985,2,YW10-0218S,156,744,0,0,578.0,518.0
986,2,YW10-0218S,156,241,578.0,0,370.0,518.0
987,2,YW10-0218S,156,474,2147.0,518.0,290.0,498.5
988,2,YW10-0218S,156,2,0,518.0,2147.0,517.0
989,2,YW10-0218S,156,2,0,518.0,2147.0,517.0
990,2,YW10-0218S,157,698,2382.0,516.5,58.0,470.5
991,2,YW10-0218S,157,610,720.0,516.5,831.0,508.5
992,2,YW10-0218S,157,679,1551.0,516.5,831.0,508.5
993,2,YW10-0218S,157,746,0,516.5,720.0,512.0
994,2,YW10-0218S,157,592,702.0,0,1738.0,58.0
995,2,YW10-0218S,157,592,702.0,0,1738.0,58.0
996,2,YW10-0218S,158,613,0,508.0,662.5,507.5
997,2,YW10-0218S,158,614,662.5,508.0,662.5,507.5
998,2,YW10-0218S,158,657,1325.0,508.0,863.5,499.5
999,2,YW10-0218S,158,284,710.0,0,479.0,508.0
1000,2,YW10-0218S,158,166,0,0,710.0,508.0
1001,2,YW10-0218S,158,97,1559.0,0,881.0,428.0
1002,2,YW10-0218S,158,475,1189.0,0,370.0,508.0
1003,2,YW10-0218S,158,475,1189.0,0,370.0,508.0
1004,2,YW10-0218S,159,312,2326.5,503.0,58.0,380.0
1005,2,YW10-0218S,159,469,2384.5,503.0,52.5,318.5
1006,2,YW10-0218S,159,156,2098.0,0,327.0,361.0
1007,2,YW10-0218S,159,411,550.0,503.0,1194.0,495.0
1008,2,YW10-0218S,159,635,2098.0,361.0,338.0,118.0
1009,2,YW10-0218S,159,209,0,0,2098.0,503.0
1010,2,YW10-0218S,159,224,1744.0,503.0,582.5,489.0
1011,2,YW10-0218S,159,224,1744.0,503.0,582.5,489.0
1012,2,YW10-0218S,160,236,1024.0,0,395.0,495.0
1013,2,YW10-0218S,160,202,1419.0,0,707.0,489.0
1014,2,YW10-0218S,160,437,1165.0,495.0,707.0,489.0
1015,2,YW10-0218S,160,309,2126.0,0,314.0,38.0
1016,2,YW10-0218S,160,5,1872.0,741.0,568.0,170.0
1017,2,YW10-0218S,160,161,0,495.0,1165.0,491.0
1018,2,YW10-0218S,160,82,0,0,1024.0,495.0
1019,2,YW10-0218S,160,82,0,0,1024.0,495.0
1020,2,YW10-0218S,161,11,1562.0,489.0,878.0,478.0
1021,2,YW10-0218S,161,405,1008.0,489.0,198.0,488.0
1022,2,YW10-0218S,161,464,0,0,776.0,489.0
1023,2,YW10-0218S,161,775,776.0,0,776.0,489.0
1024,2,YW10-0218S,161,760,0,489.0,523.0,488.0
1025,2,YW10-0218S,161,285,1206.0,489.0,198.0,488.0
1026,2,YW10-0218S,161,207,523.0,489.0,485.0,488.0
1027,2,YW10-0218S,161,220,1909.5,0,344.0,489.0
1028,2,YW10-0218S,161,227,1552.0,0,357.5,489.0
1029,2,YW10-0218S,161,40,1404.0,489.0,158.0,488.0
1030,2,YW10-0218S,161,40,1404.0,489.0,158.0,488.0
1031,2,YW10-0218S,162,745,0,0,2034.0,486.5
1032,2,YW10-0218S,162,572,2201.0,486.5,238.0,438.0
1033,2,YW10-0218S,162,260,2034.0,0,397.5,458.0
1034,2,YW10-0218S,162,260,2034.0,0,397.5,458.0
1035,2,YW10-0218S,163,403,0,0,771.0,480.0
1036,2,YW10-0218S,163,357,771.0,0,723.0,477.5
1037,2,YW10-0218S,163,262,1382.0,480.0,848.0,470.0
1038,2,YW10-0218S,163,522,1996.0,0,444.0,444.5
1039,2,YW10-0218S,163,23,2230.0,480.0,198.0,338.0
1040,2,YW10-0218S,163,386,0,480.0,691.0,477.0
1041,2,YW10-0218S,163,672,691.0,480.0,691.0,477.0
1042,2,YW10-0218S,163,672,691.0,480.0,691.0,477.0
1043,2,YW10-0218S,164,239,933.0,0,816.0,468.5
1044,2,YW10-0218S,164,246,1982.0,469.0,379.0,462.0
1045,2,YW10-0218S,164,376,0,469.0,991.0,462.0
1046,2,YW10-0218S,164,445,991.0,469.0,991.0,462.0
1047,2,YW10-0218S,164,521,2212.0,0,224.0,397.0
1048,2,YW10-0218S,164,495,1749.0,0,463.0,466.0
1049,2,YW10-0218S,164,271,0,0,933.0,469.0
1050,2,YW10-0218S,164,271,0,0,933.0,469.0
1051,2,YW10-0218S,165,690,474.5,462.0,878.0,461.0
1052,2,YW10-0218S,165,237,1352.5,462.0,904.0,459.5
1053,2,YW10-0218S,165,728,0,462.0,474.5,461.5
1054,2,YW10-0218S,165,749,0,0,2134.0,462.0
1055,2,YW10-0218S,165,457,2134.0,0,306.0,395.0
1056,2,YW10-0218S,165,457,2134.0,0,306.0,395.0
1057,2,YW10-0218S,166,345,2160.0,0,278.0,398.0
1058,2,YW10-0218S,166,293,0,459.5,2058.0,458.0
1059,2,YW10-0218S,166,751,2058.0,459.5,382.0,58.0
1060,2,YW10-0218S,166,517,1326.0,0,834.0,454.0
1061,2,YW10-0218S,166,517,1326.0,0,834.0,454.0
1062,2,YW10-0218S,167,503,2291.0,0,149.0,437.5
1063,2,YW10-0218S,167,616,1393.0,0,898.0,448.0
1064,2,YW10-0218S,167,628,0,453.8,1658.0,448.0
1065,2,YW10-0218S,167,88,2238.0,453.8,58.0,448.0
1066,2,YW10-0218S,167,185,1658.0,453.8,580.0,448.0
1067,2,YW10-0218S,167,295,0,0,696.5,453.8
1068,2,YW10-0218S,167,331,696.5,0,696.5,453.8
1069,2,YW10-0218S,167,331,696.5,0,696.5,453.8
1070,2,YW10-0218S,168,624,1343.0,448.0,558.0,443.0
1071,2,YW10-0218S,168,107,550.0,448.0,793.0,446.5
1072,2,YW10-0218S,168,286,2402.0,448.0,38.0,356.0
1073,2,YW10-0218S,168,701,0,0,898.0,448.0
1074,2,YW10-0218S,168,354,1901.0,448.0,443.0,444.0
1075,2,YW10-0218S,168,368,898.0,0,503.0,448.0
1076,2,YW10-0218S,168,420,1401.0,0,503.0,448.0
1077,2,YW10-0218S,168,725,1904.0,0,536.0,400.0
1078,2,YW10-0218S,168,38,0,448.0,550.0,448.0
1079,2,YW10-0218S,168,38,0,448.0,550.0,448.0
1080,2,YW10-0218S,169,57,0,443.0,2114.0,441.5
1081,2,YW10-0218S,169,641,0,0,1551.0,443.0
1082,2,YW10-0218S,169,194,2328.0,0,58.0,302.0
1083,2,YW10-0218S,169,296,2114.0,443.0,322.0,328.0
1084,2,YW10-0218S,169,296,2114.0,443.0,322.0,328.0
1085,2,YW10-0218S,170,483,0,0,2114.0,441.5
1086,2,YW10-0218S,170,508,0,441.5,2291.0,438.5
1087,2,YW10-0218S,170,432,2114.0,0,322.0,328.0
1088,2,YW10-0218S,170,432,2114.0,0,322.0,328.0
1089,2,YW10-0218S,171,570,0,0,2291.0,438.5
1090,2,YW10-0218S,171,732,2291.0,0,118.0,338.0
1091,2,YW10-0218S,171,395,2020.0,438.5,420.0,376.5
1092,2,YW10-0218S,171,395,2020.0,438.5,420.0,376.5
1093,2,YW10-0218S,172,510,0,0,767.0,431.0
1094,2,YW10-0218S,172,511,0,431.0,2063.5,430.0
1095,2,YW10-0218S,172,568,767.0,0,738.5,431.0
1096,2,YW10-0218S,172,54,2228.5,0,198.0,338.0
1097,2,YW10-0218S,172,584,2063.5,431.0,351.5,420.0
1098,2,YW10-0218S,172,584,2063.5,431.0,351.5,420.0
1099,2,YW10-0218S,173,63,0,430.0,540.0,427.0
1100,2,YW10-0218S,173,328,1350.5,0,723.0,428.0
1101,2,YW10-0218S,173,329,1526.0,430.0,474.5,415.0
1102,2,YW10-0218S,173,407,2000.5,430.0,412.5,415.0
1103,2,YW10-0218S,173,755,2073.5,0,348.0,373.5
1104,2,YW10-0218S,173,173,540.0,430.0,464.0,418.0
1105,2,YW10-0218S,173,86,0,0,1350.5,430.0
1106,2,YW10-0218S,173,86,0,0,1350.5,430.0
1107,2,YW10-0218S,174,557,0,421.0,1934.0,420.5
1108,2,YW10-0218S,174,512,1934.0,0,434.5,407.5
1109,2,YW10-0218S,174,275,2368.5,0,58.0,237.0
1110,2,YW10-0218S,174,591,2359.0,421.0,58.0,217.0
1111,2,YW10-0218S,174,441,1934.0,421.0,425.0,395.0
1112,2,YW10-0218S,174,441,1934.0,421.0,425.0,395.0
1113,2,YW10-0218S,175,697,0,419.0,1934.0,418.0
1114,2,YW10-0218S,175,722,1934.0,419.0,389.5,415.0
1115,2,YW10-0218S,175,153,2323.5,419.0,58.0,399.0
1116,2,YW10-0218S,175,703,2081.0,0,347.0,360.5
1117,2,YW10-0218S,175,703,2081.0,0,347.0,360.5
1118,2,YW10-0218S,176,401,0,415.0,682.0,413.0
1119,2,YW10-0218S,176,564,682.0,415.0,826.0,413.0
1120,2,YW10-0218S,176,710,2113.0,0,327.0,361.0
1121,2,YW10-0218S,176,687,1508.0,415.0,558.0,412.0
1122,2,YW10-0218S,176,35,0,0,507.0,415.0
1123,2,YW10-0218S,176,770,507.0,0,507.0,415.0
1124,2,YW10-0218S,176,307,1549.0,0,564.0,414.5
1125,2,YW10-0218S,176,586,2066.0,415.0,374.0,347.0
1126,2,YW10-0218S,176,586,2066.0,415.0,374.0,347.0
1127,2,YW10-0218S,177,228,0,412.5,556.0,410.0
1128,2,YW10-0218S,177,639,0,0,1934.0,412.5
1129,2,YW10-0218S,177,151,556.0,412.5,1884.0,98.0
1130,2,YW10-0218S,177,151,556.0,412.5,1884.0,98.0
1131,2,YW10-0218S,178,204,1579.5,402.5,521.0,398.0
1132,2,YW10-0218S,178,410,1320.5,402.5,259.0,400.0
1133,2,YW10-0218S,178,187,635.0,0,921.0,402.0
1134,2,YW10-0218S,178,763,0,0,635.0,402.5
1135,2,YW10-0218S,178,363,0,802.5,1618.0,398.0
1136,2,YW10-0218S,178,58,2316.0,0,118.0,338.0
1137,2,YW10-0218S,178,594,1556.0,0,760.0,401.5
1138,2,YW10-0218S,178,415,1618.0,802.5,822.0,58.0
1139,2,YW10-0218S,178,736,1618.0,860.5,822.0,58.0
1140,2,YW10-0218S,178,536,2100.5,402.5,322.0,328.0
1141,2,YW10-0218S,178,536,2100.5,402.5,322.0,328.0
1142,2,YW10-0218S,179,659,898.0,398.0,560.0,395.0
1143,2,YW10-0218S,179,247,1964.0,796.0,462.0,379.0
1144,2,YW10-0218S,179,733,0,0,578.0,398.0
1145,2,YW10-0218S,179,391,578.0,0,1658.0,398.0
1146,2,YW10-0218S,179,126,2302.0,398.0,118.0,388.0
1147,2,YW10-0218S,179,433,0,398.0,898.0,398.0
1148,2,YW10-0218S,179,317,2236.0,0,198.0,288.0
1149,2,YW10-0218S,179,138,1458.0,398.0,844.0,395.0
1150,2,YW10-0218S,179,138,1458.0,398.0,844.0,395.0
1151,2,YW10-0218S,180,316,0,0,815.0,395.0
1152,2,YW10-0218S,180,184,2284.0,395.0,118.0,288.0
1153,2,YW10-0218S,180,172,0,395.0,2284.0,395.0
1154,2,YW10-0218S,180,471,0,790.0,2284.0,395.0
1155,2,YW10-0218S,180,471,0,790.0,2284.0,395.0
1156,2,YW10-0218S,181,16,557.0,0,942.0,392.0
1157,2,YW10-0218S,181,429,0,787.0,942.0,392.0
1158,2,YW10-0218S,181,765,0,394.0,2398.0,393.0
1159,2,YW10-0218S,181,134,0,0,557.0,394.0
1160,2,YW10-0218S,181,366,942.0,787.0,1498.0,128.0
1161,2,YW10-0218S,181,163,2026.0,0,414.0,151.5
1162,2,YW10-0218S,181,182,942.0,915.0,1498.0,58.0
1163,2,YW10-0218S,181,182,942.0,915.0,1498.0,58.0
1164,2,YW10-0218S,182,599,0,776.5,1932.0,386.5
1165,2,YW10-0218S,182,42,484.0,0,754.0,387.5
1166,2,YW10-0218S,182,34,1238.0,0,531.0,387.5
1167,2,YW10-0218S,182,504,0,389.0,881.0,387.5
1168,2,YW10-0218S,182,520,881.0,389.0,881.0,387.5
1169,2,YW10-0218S,182,232,1762.0,389.0,524.5,383.8
1170,2,YW10-0218S,182,476,1769.0,0,671.0,358.0
1171,2,YW10-0218S,182,222,1932.0,776.5,508.0,361.0
1172,2,YW10-0218S,182,222,1932.0,776.5,508.0,361.0
1173,2,YW10-0218S,183,125,1437.0,0,747.0,380.0
1174,2,YW10-0218S,183,768,0,0,912.5,386.5
1175,2,YW10-0218S,183,369,912.5,0,524.5,383.8
1176,2,YW10-0218S,183,567,2184.0,0,224.0,378.0
1177,2,YW10-0218S,183,383,0,386.5,2034.0,384.0
1178,2,YW10-0218S,183,704,0,770.5,2034.0,384.0
1179,2,YW10-0218S,183,577,2034.0,386.5,401.5,377.0
1180,2,YW10-0218S,183,577,2034.0,386.5,401.5,377.0
1181,2,YW10-0218S,184,667,747.0,383.8,517.5,380.0
1182,2,YW10-0218S,184,325,0,0,2014.0,383.8
1183,2,YW10-0218S,184,320,1653.5,763.8,464.0,378.8
1184,2,YW10-0218S,184,423,0,763.8,728.0,379.0
1185,2,YW10-0218S,184,443,1264.5,383.8,1028.0,380.0
1186,2,YW10-0218S,184,711,728.0,763.8,462.0,379.0
1187,2,YW10-0218S,184,583,2117.5,763.8,315.0,328.0
1188,2,YW10-0218S,184,218,2014.0,0,396.5,317.0
1189,2,YW10-0218S,184,388,1190.0,763.8,463.5,379.0
1190,2,YW10-0218S,184,388,1190.0,763.8,463.5,379.0
1191,2,YW10-0218S,185,665,0,0,464.0,378.8
1192,2,YW10-0218S,185,666,464.0,0,464.0,378.8
1193,2,YW10-0218S,185,731,1608.0,0,720.0,377.0
1194,2,YW10-0218S,185,43,1564.0,378.8,460.0,377.0
1195,2,YW10-0218S,185,183,1080.0,378.8,260.0,378.0
1196,2,YW10-0218S,185,589,1340.0,378.8,224.0,378.0
1197,2,YW10-0218S,185,590,928.0,0,680.0,378.0
1198,2,YW10-0218S,185,748,0,378.8,1080.0,378.0
1199,2,YW10-0218S,185,122,2024.0,378.8,308.0,370.0
1200,2,YW10-0218S,185,189,2065.0,756.8,308.0,370.0
1201,2,YW10-0218S,185,189,2065.0,756.8,308.0,370.0
1202,2,YW10-0218S,186,132,0,0,1625.0,377.0
1203,2,YW10-0218S,186,175,1620.0,377.0,460.0,373.0
1204,2,YW10-0218S,186,272,0,754.0,461.0,373.0
1205,2,YW10-0218S,186,298,461.0,754.0,460.0,373.0
1206,2,YW10-0218S,186,518,921.0,754.0,461.0,373.0
1207,2,YW10-0218S,186,552,1382.0,754.0,461.0,373.0
1208,2,YW10-0218S,186,675,0,377.0,1620.0,377.0
1209,2,YW10-0218S,186,439,2080.0,377.0,308.0,370.0
1210,2,YW10-0218S,186,555,1625.0,0,738.0,374.0
1211,2,YW10-0218S,186,555,1625.0,0,738.0,374.0
1212,2,YW10-0218S,187,265,684.0,372.5,1473.0,370.0
1213,2,YW10-0218S,187,313,2109.0,0,331.0,296.0
1214,2,YW10-0218S,187,36,0,743.0,1198.0,370.0
1215,2,YW10-0218S,187,448,1198.0,743.0,1198.0,370.0
1216,2,YW10-0218S,187,408,0,372.5,684.0,370.5
1217,2,YW10-0218S,187,234,2157.0,372.5,277.0,312.0
1218,2,YW10-0218S,187,234,2157.0,372.5,277.0,312.0
1219,2,YW10-0218S,188,585,0,739.0,1458.0,369.0
1220,2,YW10-0218S,188,680,2167.0,739.0,261.5,327.0
1221,2,YW10-0218S,188,106,1458.0,370.0,935.5,369.0
1222,2,YW10-0218S,188,28,1458.0,739.0,709.0,369.0
1223,2,YW10-0218S,188,593,0,0,1198.0,370.0
1224,2,YW10-0218S,188,692,1198.0,0,1198.0,370.0
1225,2,YW10-0218S,188,692,1198.0,0,1198.0,370.0
1226,2,YW10-0218S,189,108,910.0,368.0,898.0,367.0
1227,2,YW10-0218S,189,266,1568.0,0,298.0,368.0
1228,2,YW10-0218S,189,306,1866.0,0,298.0,368.0
1229,2,YW10-0218S,189,150,594.0,735.5,484.0,365.3
1230,2,YW10-0218S,189,276,1808.0,368.0,517.0,367.0
1231,2,YW10-0218S,189,465,0,735.5,594.0,366.0
1232,2,YW10-0218S,189,81,2164.0,0,214.5,282.0
1233,2,YW10-0218S,189,685,1078.0,735.5,1362.0,58.0
1234,2,YW10-0218S,189,756,0,368.0,910.0,367.5
1235,2,YW10-0218S,189,756,0,368.0,910.0,367.5
1236,2,YW10-0218S,190,351,0,0,830.0,361.0
1237,2,YW10-0218S,190,198,1121.0,722.0,701.5,360.0
1238,2,YW10-0218S,190,647,1822.5,722.0,557.0,360.0
1239,2,YW10-0218S,190,196,0,722.0,560.5,360.3
1240,2,YW10-0218S,190,249,560.5,722.0,560.5,360.3
1241,2,YW10-0218S,190,774,1523.5,361.0,888.5,360.5
1242,2,YW10-0218S,190,256,830.0,0,508.0,361.0
1243,2,YW10-0218S,190,311,1338.0,0,508.0,361.0
1244,2,YW10-0218S,190,359,1846.0,0,527.0,361.0
1245,2,YW10-0218S,190,653,0,361.0,527.0,361.0
1246,2,YW10-0218S,190,653,0,361.0,527.0,361.0
1247,2,YW10-0218S,191,188,1686.5,359.0,706.5,350.5
1248,2,YW10-0218S,191,442,1339.0,716.0,898.0,350.5
1249,2,YW10-0218S,191,773,0,0,524.5,359.0
1250,2,YW10-0218S,191,1,0,716.0,1339.0,352.5
1251,2,YW10-0218S,191,159,2062.5,0,301.0,358.0
1252,2,YW10-0218S,191,458,0,359.0,798.0,357.0
1253,2,YW10-0218S,191,6,524.5,0,769.0,358.0
1254,2,YW10-0218S,191,191,1293.5,0,769.0,358.0
1255,2,YW10-0218S,191,417,798.0,359.0,888.5,355.0
1256,2,YW10-0218S,191,417,798.0,359.0,888.5,355.0
1257,2,YW10-0218S,192,611,0,0,880.0,348.0
1258,2,YW10-0218S,192,696,880.0,0,880.0,348.0
1259,2,YW10-0218S,192,620,0,348.0,631.0,348.0
1260,2,YW10-0218S,192,347,1760.0,0,680.0,278.0
1261,2,YW10-0218S,192,59,631.0,348.0,1128.0,348.0
1262,2,YW10-0218S,192,199,0,696.0,1128.0,348.0
1263,2,YW10-0218S,192,686,1128.0,696.0,1128.0,348.0
1264,2,YW10-0218S,192,715,1759.0,348.0,526.0,328.0
1265,2,YW10-0218S,192,715,1759.0,348.0,526.0,328.0
1266,2,YW10-0218S,193,752,0,348.0,2308.0,347.0
1267,2,YW10-0218S,193,597,1797.0,695.0,560.0,327.0
1268,2,YW10-0218S,193,114,0,695.0,1797.0,347.0
1269,2,YW10-0218S,193,346,0,0,1781.0,348.0
1270,2,YW10-0218S,193,346,0,0,1781.0,348.0
1271,2,YW10-0218S,194,513,0,690.0,2014.0,340.8
1272,2,YW10-0218S,194,742,877.0,347.0,840.0,338.5
1273,2,YW10-0218S,194,274,888.5,0,877.0,343.0
1274,2,YW10-0218S,194,691,0,347.0,877.0,343.0
1275,2,YW10-0218S,194,565,1717.0,347.0,704.0,329.0
1276,2,YW10-0218S,194,186,0,0,888.5,347.0
1277,2,YW10-0218S,194,528,1765.5,0,489.0,324.0
1278,2,YW10-0218S,194,281,2014.0,690.0,420.0,316.5
1279,2,YW10-0218S,194,281,2014.0,690.0,420.0,316.5
1280,2,YW10-0218S,195,66,0,0,1755.0,337.0
